710:-0.7123826 0.44007352 -2.0083492 0.36213467 -0.12287336 -0.21526122 -0.4612432 -1.0216595 1.3874081 0.49888828
205:0.0649302 -0.4878036 -0.32136947 0.15488869 0.018502377 -0.13451646 -0.9059789 -0.30975544 0.49549717 0.6012252
45:0.2009067 -0.11477425 0.29161263 -0.14021847 0.43211412 -0.10851245 -0.77904993 0.16594955 0.1530992 0.72093266
515:0.24751878 -0.72680056 0.33609885 -0.3381145 0.7833473 -0.20559528 -0.50115764 0.026557455 -0.03769278 0.43832755
574:0.083225034 -0.059366412 -0.354883 -0.16578145 0.04222227 -0.117447205 -1.173229 0.008699154 0.11435633 0.63164485
858:0.16220814 0.19899121 -0.53006625 -0.44765678 0.20863475 0.3294926 0.07225465 -0.005697841 -0.11912697 -0.42009947
619:-0.527093 0.20142496 -1.2066015 0.3043633 0.07212733 -0.05829201 -0.42804763 -0.6604954 0.96416074 0.38397643
507:0.3188004 0.12862186 0.039315894 0.34552842 0.051358413 -0.2699766 -0.31728593 -0.25753692 -0.19018486 0.40832376
113:-0.44967455 -0.33419433 -1.5805961 0.49537814 0.20988654 -0.37104788 -0.42281532 -0.65593845 0.7601489 0.1811655
34:0.34538794 -0.4423912 -0.16197196 -0.30421543 -0.6135649 -0.06868666 -0.35717627 0.18033901 0.1582181 -0.1803042
563:-0.03607656 -0.29562154 -0.32258472 -0.2208196 0.20501481 -0.26022813 -0.6938802 -0.6560814 -0.098150015 0.5232999
381:0.24922344 -0.2762348 0.5632226 0.27459165 0.5455147 -0.41034764 -0.13449636 -0.28323126 0.545966 0.67331123
455:-0.09598911 0.54259694 0.36492068 0.035685025 0.31104863 -0.59357643 -0.10943319 -0.55558074 1.1277655 0.20929049
67:-1.465326 -0.5722893 -1.718658 -0.42048392 -0.038376 -0.19588245 -0.84038544 -1.3930687 0.4455976 0.7612806
388:0.29592168 -0.91161346 -0.3891401 -0.3524838 0.43540868 -0.040582024 -0.53774065 -0.3373673 -0.16920252 0.2286318
974:-0.06460594 -0.42422506 -0.4315228 0.0976435 0.34522644 -0.6679591 -0.6359154 -0.6475907 -0.34134254 -0.42399117
310:-0.7403536 0.53069156 -0.53422695 -0.39995342 -0.4337779 -0.8289108 -0.3456717 -1.2168015 1.2958767 0.6137073
169:-0.15529735 0.70538753 0.5050334 0.2393729 0.18065493 -0.6162732 -0.06356795 -0.5823001 1.3135415 0.43716908
444:0.07654756 0.17466244 0.07307935 0.047574803 0.2282481 0.06437452 -0.79924583 -0.63714796 0.19308002 0.7427469
120:0.018514551 0.19053479 -0.933684 0.012146553 -0.08178355 -0.53601164 -0.29744524 -0.6253142 1.2044618 0.12291509
193:0.27441972 0.37106228 0.27877456 -0.05310771 0.38959518 -0.48511016 -0.07890402 0.084568836 0.10747389 0.6549839
713:-1.0751584 -0.513979 -1.5479302 0.08783081 0.13750121 -0.78352773 -0.8736802 -1.2652634 0.5290311 0.7562652
302:0.061166283 -0.62792075 -0.18233944 -0.25522166 0.4003032 -0.027509982 -0.605153 -0.6289143 -0.032741208 0.41066444
153:1.0097159 0.6109853 0.3396301 0.77429706 -0.56989944 -0.09105159 -0.15503281 -0.40069896 0.42033237 -0.58752203
844:-0.8667331 -0.8389134 -1.4234807 -0.40361848 0.38561845 -0.3917388 -0.90491664 -1.1485585 0.1692166 0.8051368
