710:-0.47377264 0.9798172 0.6093996 -0.33811787 -1.1330695 -0.36581323 -0.33919665 -0.40916416 -0.011525896 0.67977804
205:-0.15449739 0.13656628 0.22595568 -0.9632837 0.074302785 0.54817444 -0.09559701 -0.029685598 0.5578918 0.7350747
45:0.027709948 0.13282633 0.15831594 -0.65754634 0.144182 0.16822673 -0.38594055 0.37537804 0.32604492 -0.16622792
515:0.24071229 -0.20573163 0.27804226 -0.57742774 0.2705067 0.08955734 -0.18929997 0.37057373 0.632401 -0.14556539
574:-0.28934392 0.8436311 0.3234174 -0.40915233 -0.5565303 0.10900867 -0.34554625 -0.51678497 0.5009109 0.33545
858:-0.13136563 0.053560913 -0.5451897 0.17334834 -0.19767582 -0.0287334 -0.24848388 -0.003225994 0.29112208 -0.084044814
619:-0.19327727 0.54379916 0.48511502 -0.5309089 -0.8330309 -0.41388443 -0.26650536 -0.1913337 0.30240282 1.0921992
507:-0.087090775 0.32289034 0.115399875 -0.3901035 -0.13345797 -0.0021590039 0.35741812 0.1530125 0.2861455 -0.13166073
113:0.08096698 0.5553713 0.4949057 -0.63965476 -0.70709604 -0.24470612 0.1825728 -0.46213037 0.47434956 0.55614537
34:0.085500054 -0.04586541 -0.2828184 -0.1266522 -0.08660979 0.37446067 0.15403801 -0.26881784 0.16954504 0.008542538
563:0.018312503 0.3527838 0.47672123 -0.5569763 -0.41679537 0.3058251 0.06110686 -0.15607126 0.6345737 0.38665417
381:0.11131412 0.23220485 0.16959268 -0.71066344 -0.09442012 0.20062514 -0.10143948 0.10438571 -0.055015676 -0.15841903
455:0.24711773 0.48484197 0.19678405 -0.8182142 -0.7434478 -0.014781377 0.09407843 0.9161977 -0.46460214 -0.50546783
67:-0.019178407 0.56369007 0.5870084 -0.37753782 -0.27522883 -0.30067495 -0.28486338 -0.07833552 -0.20737192 0.54450667
388:0.03489547 0.27788627 -0.20704176 -0.35574478 0.17199624 0.18583353 0.2586256 -0.019960145 0.6942568 0.31470972
169:0.06897668 0.9820928 0.24316539 -0.80901545 -0.91201794 -0.5453896 -0.24613978 0.5063465 -0.615551 0.16979711
444:0.50444496 0.14819857 0.16355403 -0.37518367 -0.6133742 0.031754617 0.051072966 -0.010095556 0.43137527 0.13847078
193:-0.16857117 0.119229674 0.40895513 -0.6617674 -0.20913711 -0.09524651 0.07284617 0.36947912 0.06201206 -0.2212337
713:0.33474183 0.869228 0.9329027 -0.4814254 -0.6940546 0.10217369 0.14116791 -0.41378012 0.03738994 0.7090927
302:0.23629472 0.253789 0.39771655 -0.3758417 -0.15396994 0.43708858 -0.1878721 0.16188638 0.64295614 0.62125814
153:0.09274651 -0.47555763 -0.38708827 -0.1217165 -0.55564886 0.056028854 0.7695524 0.43940815 -0.35424984 0.7407617
844:0.30695406 0.78604996 0.691846 -0.5326515 -0.31724337 0.01283598 -0.41561347 -0.038026717 0.26944414 0.6087664
335:0.57521254 0.42688853 0.6781131 -0.13593388 -0.17097971 0.063028246 -0.12853947 0.08147413 0.64018625 0.7055325
885:0.37449923 0.6091674 0.6541895 -0.034851935 -0.87298226 -0.32706374 -0.1083213 -0.15474315 0.10396423 -0.0058689294
735:0.16047764 0.7318334 0.36740413 0.10887478 -0.49267662 -0.2279734 0.1528937 -0.047545917 0.4985776 -0.025096908
664:0.21326816 0.71486866 0.7414367 -0.2619435 -0.49488348 -0.26594472 -0.0953235 -0.09794546 0.34286708 0.20491524
93:-0.31335932 0.51564926 0.5408996 -0.4900522 -0.2658607 -0.012394866 -0.060714442 0.13859119 -0.10297972 -0.5061356
158:-0.017910603 -0.32252416 0.3022454 -0.670558 0.024006143 0.21793115 0.15845318 0.43619093 -0.4245415 -0.91114527
458:-0.32469177 0.4194732 0.50049376 -0.47568125 -0.56732666 0.04273489 0.2139206 0.074444406 -0.154725 0.19846626
997:0.1998039 -0.013517307 0.33917126 -0.03879727 -0.4277265 0.06075084 -0.27749053 0.007086057 0.6537001 0.0820176
182:0.19798084 0.6029408 0.60435337 -0.5187661 -0.13348287 0.32510424 0.010381135 -0.20350374 -0.11570565 0.2717814
147:-0.2592098 0.18867034 0.087723725 -0.49237087 -0.32803133 0.17212102 -0.27552027 0.16113035 0.24050407 0.059116427
616:0.43466967 0.2759592 -0.100037485 -0.6863508 -0.35897925 -0.29880804 -0.3925467 0.68316567 -0.31621438 -0.51307267
589:-0.15951489 -0.03380954 -0.32228032 0.038682222 0.022938512 0.08846935 0.4909505 -0.03440939 0.19736038 0.023874093
544:-0.24697071 0.43370733 0.923089 -0.22069609 -0.87578183 -0.3418712 0.38808626 -0.020216024 -0.061933186 -0.1166364
436:0.31348997 -0.23975632 0.56230354 -0.049698215 -0.68634194 -0.26179764 0.47743806 -0.118429966 0.03618955 0.20252992
862:0.09895195 0.3984768 1.0436854 -0.21767221 -0.24658217 -0.5603399 0.02329663 -0.19629778 0.5994331 0.9119341
836:-0.35648254 0.54976076 0.30196327 -0.27986205 -1.0399507 -0.48436442 0.09335848 -0.26412183 -0.1194394 0.3529147
697:0.37213832 0.6980745 0.71960914 -0.6201717 -0.7351754 -0.05971678 0.369425 -0.5666222 0.09838748 0.60730475
12:-0.7357257 0.5040961 0.062252525 -0.07753937 -1.0382372 -0.73265195 -0.12683856 -0.3010582 -0.22912309 -0.20302352
223:-0.115850665 0.13757938 0.052165143 -0.12513047 0.12237188 -0.0010854497 0.06278954 0.04543065 0.49882874 -0.20499103
541:-0.11214908 0.12879339 -0.15837494 0.32868588 -0.0779051 -0.14908709 -0.010391361 -0.17808488 0.49267164 -0.273228
66:-0.4237664 0.85608274 0.5762069 -0.21240458 -1.3244895 -0.77083325 -0.2265083 -0.21871448 -0.41306427 0.18334074
216:-0.3343776 0.01778772 0.1631525 -0.3558725 -0.61790365 0.040592343 0.053303573 0.30637136 -0.38673007 -0.5416036
89:-0.027759427 0.30119774 0.5936882 -0.24937733 -0.70234376 -0.4025832 0.09799434 -0.18307866 -0.10984189 -0.10068111
963:0.5535368 -0.4773806 0.37263244 -0.26347202 -0.7275881 -0.22719914 -0.12985669 0.015330105 0.0841296 -0.60707515
608:-0.19360481 -0.0622641 -0.40799943 -0.029621756 0.048386615 -0.16791719 -0.132306 0.00896122 0.555771 -0.043647435
124:0.116471805 0.9786445 0.22194539 -0.362201 -0.702748 0.10795601 -0.22682889 -0.2315773 0.32643902 0.7865288
833:-0.6438777 0.3572521 0.16662893 -0.38697335 -1.4071623 -0.68344617 -0.33411434 -0.12690514 -0.25277674 0.56740415
638:0.027218755 0.29504713 0.1563154 -0.31158435 -0.51859856 -0.03259497 -0.06304353 -0.37861598 0.47135696 -0.005324338
8:0.0013912544 0.2705724 0.74517477 -0.52619714 -0.90551925 -0.24797423 0.31348366 0.15480761 -0.5377623 0.17921951
73:0.30376375 0.18155505 -0.067319795 -0.43669838 -0.35762125 0.03435009 -0.20393391 0.23026551 0.06153455 0.49140924
941:0.6317727 -0.21445262 0.40327168 -0.14842509 -1.0599501 0.011957768 -0.20733775 0.462457 0.48819107 0.50692284
307:0.22279483 0.4566219 0.014190988 -0.52478343 0.10944164 -0.061835878 -0.33069184 0.67349386 0.90515363 0.43444362
981:-0.24654081 0.848096 0.58682144 -0.48589736 -0.7611156 -0.6985294 -0.11503503 -0.21448854 -0.24367003 0.3709677
678:0.076957606 0.24985671 -0.18813452 -0.08014097 -0.05784379 -0.0006930311 -0.09468466 0.1091371 0.57120913 0.019908827
501:0.09672966 0.5780288 0.22746827 -0.3987508 0.10448077 -0.47518525 -0.48773646 0.123615004 0.79988813 0.061653007
519:0.001756557 0.38565698 0.72408533 -0.050797824 -0.6595364 -0.17113912 0.37049264 0.22137982 -0.24484701 -0.37785518
276:0.09156133 0.10845407 0.7401304 -0.7779331 -0.25520918 0.18301809 0.10994492 0.54083467 -0.2760977 -0.22934794
164:-0.008380443 0.2521893 0.4486072 -0.09296986 -0.3424062 -0.108343765 -0.25520244 0.06286531 0.4058329 0.07872147
170:-0.1154077 0.29633483 0.25349107 -0.32253343 -0.28419444 -0.35202694 0.24975829 0.420607 -0.11507421 -0.5658908
425:0.6240799 -0.14617728 0.23953727 -0.41749448 -0.033671115 0.6613581 -0.26698717 0.30083907 0.20171893 0.2946577
78:-0.29562992 0.8805899 0.5231892 -0.32778335 -0.6996756 -0.241979 -0.11784238 -0.20036162 0.6766367 0.59007275
881:-0.060813148 0.74258745 0.19278432 -0.7105923 -1.4538373 -0.06544366 -0.3003008 -0.264002 -0.544534 0.5144085
526:0.015207049 0.39139414 0.00281773 -0.029563589 -0.1522693 -0.1758451 -0.19005312 0.1501683 0.039551448 0.39555258
649:0.19010335 0.2528999 0.19945003 0.23237349 -0.13948274 -0.06623202 -0.14708267 -0.08799127 0.27487135 0.21368915
993:0.08470132 0.5410146 0.34775588 -0.3632895 -0.5373353 0.07727724 -0.24780786 -0.14449796 0.3302153 0.6520673
952:0.32764167 -0.6112842 0.16390944 -0.07761468 -0.5768023 0.12795214 -0.27675155 -0.4097372 0.14147773 0.012034648
461:0.68230605 -0.060665436 0.50372356 -0.6062055 -0.29280582 0.21895787 -0.09645457 0.022552896 0.5137589 0.0561776
324:0.14974777 0.46915382 0.13284692 -0.2377589 -0.38647 0.35997495 -0.37939325 0.05083601 0.6708764 0.25259382
332:-0.7470521 0.99544775 0.3581271 -0.105492145 -1.2783118 -0.3228751 0.32452026 -0.33257332 0.09128138 -0.15012623
175:-0.44720677 0.37192467 0.1515943 -0.4813209 -0.042642266 -0.03139998 -0.09747395 0.5246937 0.28008908 0.18809433
19:-0.6239913 -0.22120321 -0.06308786 -0.15050615 -0.6504491 0.3328727 0.2628795 -0.042312928 -0.32150477 -0.059368476
313:0.30461016 0.0030887919 -0.07297622 -0.73104566 -0.72904676 -0.2871561 -0.7625286 -0.088760234 -0.4756437 0.1811524
918:1.2214024 -0.84372944 0.5351325 -0.20233604 -0.7041825 0.03780517 -0.07789966 -0.075384684 0.23355943 -0.1735447
724:-0.384599 0.50706315 0.31385818 -0.24582788 -0.83672345 -0.42489007 -0.115819424 -0.17272647 -0.17277345 -0.25743434
362:0.31483406 0.27449062 -0.077941395 -0.6208461 -0.48460543 -0.3511963 -0.19376026 0.65151227 -0.4677778 -0.21630265
265:0.14625314 -0.2701232 0.20211777 -0.57361156 0.36446154 0.22776291 0.054097477 0.15825854 0.478875 -0.20180996
806:0.2477255 0.12455493 0.42481464 -0.29374292 -0.25586098 0.35301864 -0.16582042 0.08207963 0.38144946 -0.010586559
100:-0.3457848 0.15352699 0.22555 -0.7629281 -0.57446903 -0.44251147 -0.4641333 -0.26000622 0.050897606 0.39217547
23:-0.08510105 0.14852834 0.4326457 -0.62801176 -0.47288722 -0.3447691 0.031322647 0.48834813 -0.49492335 -0.1323638
433:-0.21285024 0.6688873 0.741418 -0.4144751 -0.75175977 -0.16114523 -0.3652056 0.43197504 -0.49654928 0.011785586
62:-0.32926282 -0.45953286 0.0658329 -0.58596224 0.16235386 -0.16147529 0.3138396 -0.56755596 0.3660878 -0.18663229
552:-0.13025694 -0.21382403 0.29882762 -0.7405994 -0.3096695 -0.082407825 0.1291403 0.4516479 -0.42948627 -0.56598073
321:0.2130102 0.34604886 0.38543358 -0.49762708 0.060571566 0.16039832 -0.24081865 0.105134286 0.892339 0.81291115
580:0.40899888 -0.06864372 0.3759592 -0.7429673 -0.42415687 0.09651434 -0.055376153 -0.017360413 0.17865342 0.04366919
929:1.1819975 -0.8574104 0.6965297 0.3354953 -1.0414505 0.45596895 -0.0053593153 -0.4503806 0.6116167 0.45894548
537:0.19717206 0.48363793 0.44369525 -0.68494976 -0.24123502 0.49502498 -0.047180925 0.18392928 0.43259403 0.35695907
